movieId;year;genres[,];actors[,];contentRating;duration;imdbRating
8571ca5b-bdb2-42ec-aa4a-cc49c888090d;2005;Action,Drama,Thriller;Hugo Weaving,Natalie Portman,Rupert Graves;15;PT132M;8.2
bf9ea663-ed37-49ac-8c65-cc4afab569e4;2011;Action,Drama,Sport;Tom Hardy,Nick Nolte,Joel Edgerton;15;PT140M;8.2
61daaa2b-7697-4292-a184-92682d096efc;2013;Biography,Comedy,Crime;Leonardo DiCaprio,Jonah Hill,Margot Robbie;15;PT180M;8.2
998fa128-29c2-491d-b544-1d00ac8bb108;2008;Crime,Drama,Mystery;Anupam Kher,Naseeruddin Shah,Jimmy Shergill;;PT104M;8.4
a943daa8-e627-4d91-b71a-52f532059a05;1927;Drama,Romance;George O'Brien,Janet Gaynor,Margaret Livingston;15;PT94M;8.3
40344937-e0e5-42ca-af25-d75eda1f0097;2008;Drama;Clint Eastwood,Bee Vang,Christopher Carley;15;PT116M;8.2
335481d4-2de6-40a7-b841-cecebc8653cc;1996;Drama;Ewan McGregor,Ewen Bremner,Jonny Lee Miller;15;PT94M;8.2
3c3d5a33-e071-4eaa-9d6a-50143e44fbd9;1928;Biography,Drama,History;Maria Falconetti,Eugene Silvain,André Berley;15;PT110M;8.3
053533d2-a81e-4a1c-9942-391685e875de;2006;Comedy,Drama,History;Aamir Khan,Soha Ali Khan,Siddharth;;PT157M;8.3
2edcd396-a4dc-4f7d-9478-73f81d282321;1954;Crime,Film-Noir,Thriller;Ray Milland,Grace Kelly,Robert Cummings;;PT105M;8.2
2dba38c6-6cd4-4b62-828a-177f7ecd722d;1998;Comedy,Crime,Mystery;Jeff Bridges,John Goodman,Julianne Moore;15;PT117M;8.2
e0a46302-949e-4c18-a612-80bd10accb85;1978;Drama,War;Robert De Niro,Christopher Walken,John Cazale;15;PT183M;8.2
1510d36f-dc09-438e-9e5e-4e9efd43788d;1939;Drama,History,Romance;Clark Gable,Vivien Leigh,Thomas Mitchell;15;PT238M;8.2
dfcfc2fb-b554-4b08-b7b1-60faaf112f2c;1996;Crime,Drama,Thriller;William H. Macy,Frances McDormand,Steve Buscemi;15;PT98M;8.1
7edde1b9-37e8-41b0-a345-70873f4dea5c;1953;Drama;Chishû Ryû,Chieko Higashiyama,Sô Yamamura;Btl;PT136M;8.3
309528fc-eac1-4e4c-976b-dc896fb2fbee;2003;Animation,Adventure,Comedy;Albert Brooks,Ellen DeGeneres,Alexander Gould;7;PT100M;8.1
af5c34c9-b2d3-4bd6-89f4-dd77d013da57;1999;Drama,Mystery,Thriller;Bruce Willis,Haley Joel Osment,Toni Collette;11;PT107M;8.1
c77a0da1-ee4f-4955-a10f-8ffb45936f23;1982;Horror,Mystery,Sci-Fi;Kurt Russell,Wilford Brimley,Keith David;15;PT109M;8.2
24f47d7f-8d18-46db-b707-fc387cbc4517;1967;Crime,Drama;Paul Newman,George Kennedy,Strother Martin;15;PT126M;8.2
e082f715-a038-4e8c-964f-1d3c2ba18df6;2007;Crime,Drama,Thriller;Tommy Lee Jones,Javier Bardem,Josh Brolin;15;PT122M;8.1
b50153a5-d394-4d0e-87d5-24272476512b;1940;Drama,Mystery,Romance;Laurence Olivier,Joan Fontaine,George Sanders;15;PT130M;8.2
f2412449-e2c0-4e5f-9079-16e99dae5df3;2010;Animation,Action,Adventure;Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse;7;PT98M;8.2
281cbfa0-4a5c-4eb3-b1f3-1fe9288364fa;2003;Action,Crime,Thriller;Uma Thurman,David Carradine,Daryl Hannah;15;PT111M;8.1
fc8b7eaa-c179-4058-9baf-d100beb50671;2007;Adventure,Biography,Drama;Emile Hirsch,Vince Vaughn,Catherine Keener;7;PT148M;8.2
1ed7dff7-72c1-4fb1-a757-40d77d34aaa8;2009;Animation,Comedy,Drama;Toni Collette,Philip Seymour Hoffman,Eric Bana;11;PT92M;8.2
68669ebe-d14e-4135-949c-35836635ee9e;2007;Drama,History;Daniel Day-Lewis,Paul Dano,Ciarán Hinds;15;PT158M;8.1
d131b998-b72e-4629-a587-79a93dce7686;2014;Crime,Drama,Mystery;Ben Affleck,Rosamund Pike,Neil Patrick Harris;15;PT149M;8.1
ef5faed7-8dff-4331-ac66-cf5b66260fc5;2003;Comedy,Drama,Romance;Sunil Dutt,Sanjay Dutt,Arshad Warsi;;PT156M;8.3
